word,phonetic,translation,tag
sterile,'sterail,"a. 不毛的, 不孕的, 无菌的, 贫瘠的, 无效的, 枯燥的\n[医] 无菌的, 消毒的; 不育的",toefl gre
sterilize,'sterәlaiz,"vt. 使成不毛, 使绝育, 杀菌, 使不起作用\n[医] 灭菌, 消毒; 绝育",ielts gre
sterling,'stә:liŋ,"n. 英国货币, 标准纯银\na. 英国货币的, 标准纯银的, 含标准成分的",ielts
stern,stә:n,"n. 尾部, 船尾, 臀\na. 严厉的, 严格的, 坚定的, 坚决的",cet4 cet6 ky toefl ielts gre
stethoscope,'steθәskәup,n. 听诊器\nvt. 用听诊器诊断,gre
stew,stju:,"n. 炖, 烦恼, 热浴, 妓院, 鱼塘\nvi. 炖, 焖, 忧虑\nvt. 炖, 焖, 使焦虑",cet6 toefl
steward,'stju:wәd,"n. 管理人, 招待员, 管家, 乘务员\n[经] 轮船, 飞机的服务员, (财务)管理员",gk cet4 cet6 ky ielts
stewardess,'stju:wәdis,"n. 空中小姐, 女管理人, 女管家",gk cet4 cet6
stick,stik,"n. 棍, 棒, 刺, 枯枝, 茎, 条状物\nvt. 插进, 刺入, 钉住, 伸出, 粘贴, 停止\nvi. 粘住, 停留, 坚持, 陷住, 伸出",zk gk cet4 cet6 ky toefl ielts
stickler,'stiklә,"n. 坚持要求某种品质的人, 坚持要求一丝不苟者, 难题, 费解的事物",gre
stickpin,'stikpin,n. 领带夹,toefl
sticky,'stiki,"a. 粘的, 有粘性的, 顽固的",cet4 cet6 ky toefl
stiff,stif,"a. 坚硬的, 严厉的, 呆板的, 生硬的, 刚强的, 强烈的, 粘的, 稠的, 艰难的\nn. 死尸, 醉鬼, 钞票\nvt. 不肯付...小费",cet4 cet6 ky toefl ielts gre
stiffen,'stifn,"vt. 使变硬, 使僵硬, 使顽强, 使严厉\nvi. 变粘, 变硬, 变强烈",cet4 cet6 toefl
stiffness,'stifnis,"n. 坚硬, 呆板, 刻板\n[医] 强直, 僵硬",cet6
stifle,'staifl,"vt. 使窒息, 抑止, 扼杀\nvi. 窒息, 被扼杀",toefl gre
stigma,'stigmә,"n. 耻辱, 污名, 烙印\n[医] 柱头; 小孔, 眼点; 气孔; 小斑; 特征",gre
stigmatize,'stigmәtaiz,"vt. 打烙印, 诬蔑",gre
still,stil,"n. 蒸馏室, 寂静, 剧照\nv. 蒸馏, (使)平静, (使)静止\na. 静止的, 不动的, 静寂的, 不起泡的, 静物摄影的\nadv. 仍然, 更, 静止地\nconj. 然而, 但是",zk gk toefl
stillness,'stilnis,"n. 静止, 沉静",cet6
stilt,stilt,"n. 高跷, 支柱, 脚柱",toefl
stilted,'stiltid,"a. 踏上高跷的, 虚饰的, 夸大的, 夸张的, 呆板的, 不自然的, 做作的",gre
stimulant,'stimjulәnt,"a. 兴奋性的, 激励的, 鼓舞的\nn. 兴奋剂, 酒精饮料",toefl gre
stimulate,'stimjuleit,"vt. 刺激, 激励, 鼓舞\nvi. 起刺激作用",cet4 cet6 ky toefl ielts
stimulation,.stimju'leiʃәn,"n. 刺激, 激励, 鼓舞\n[医] 兴奋, 刺激",toefl
stimuli,,"剌激, 剌激物, 促进因素, 动因\n[医] 刺激特, 刺激",toefl
stimulus,'stimjulәs,"n. 刺激, 激励, 刺激品\n[医] 刺激特, 刺激",cet6 toefl ielts gre
sting,stiŋ,"n. 叮, 刺痛, 刺激, 讽刺\nvt. 叮, 刺痛, 刺激, 使苦恼\nvi. 叮, 刺痛",cet4 cet6 ky toefl ielts gre
stinginess,,n. 吝啬,gre
stingy,'stindʒi,"a. 小气的, 吝啬的, 缺乏的, 有刺的",toefl gre
stint,stint,"vt. 节省, 限制, 停止\nvi. 节约\nn. 吝惜, 节约, 限额",gre
stipend,'staipend,"n. 薪金, 定期生活津贴\n[经] 薪水",toefl
stipple,'stipl,"n. 点刻法, 点画, 点彩\nvt. 点刻, 点画, 点彩",gre
stipulate,'stipjuleit,"v. 规定, 保证",toefl ielts gre
stipulation,.stipju'leiʃәn,"n. 约束, 约定, 契约\n[经] 订定, 规定, 条款",toefl gre
stir,stә:,"n. 骚动, 轰动, 搅动, 监狱\nvt. 移动, 摇动, 激起, 惹起, 搅拌\nvi. 走动, 传播, 搅拌",cet4 cet6 ky toefl gre
stitch,stitʃ,"n. 一针, 疼痛, 针法, 碎布条, 针脚\nv. 缝, 缝合, 装订",cet4 cet6 ky toefl ielts gre
stock,stɒk,"n. 树干, 祖先, 血统, 原料, 备料, 库存, 牲畜, 股票, 股份, 保留剧目\na. 存货的, 常备的, 平凡的, 普通的, 股票的, 保留剧目的, 繁殖用的\nvt. 装把手于, 进货, 备有, 放牧\nvi. 出新芽, 备货, 囤积",cet4 cet6 ky toefl ielts gre
stockade,stɒ'keid,"n. 栅栏, 围起的地方\nvt. 用栅栏围住",gre
stockholder,'stɒkhәuldә,"n. 股东\n[法] 股东, 股票持有者, 股票所有人",cet6
stocking,'stɒkiŋ,n. 长袜\n[医] 马足水肿; 长袜,gk cet4 cet6 ky
stocky,'stɒki,"a. 矮胖的, 健壮结实的",toefl gre
stodgy,'stɒdʒi,"a. 易吃饱的, 塞满的, 平凡的, 庸俗的, 步履艰难的",toefl gre
Stoic,'stәuik,"a. 斯多葛派的, 禁欲主义的, 不以苦乐为意的, 坚忍的, 淡泊的\nn. 斯多葛派学者, 画廊派的人, 禁欲主义者, 不介意苦乐的人, 高度自制的人",gre
stoke,stәuk,"v. 司炉, (使)大吃",gre
stolid,'stɒlid,"a. 缺乏热情的, 神经麻木的",gre
stomach,'stʌmәk,"n. 胃, 食欲, 欲望, 肚子\nvt. 吃下, 忍受",zk gk cet4 cet6 ky toefl ielts gre
stomachache,'stʌmәkeik,"n. 胃痛, 肚子痛",gk
stone,stәun,"n. 石头, 宝石, 果核, 纪念碑, 结石\nvt. 投扔石子, 铺石头\na. 石的, 石制的, 完全的",zk gk cet4 cet6 ky ielts
stonemason,'stәunmeisn,"n. 石工, 石匠",toefl
stones,,n. 小石头；石子（stone的复数）,ielts
stonewall,stәun'wɒ:l,"vi. 防守挡击, 围以石墙, 妨碍或阻碍",gre
stony,'stәuni,"a. 多石的, 无情的",cet4 cet6 toefl
stool,stu:l,"n. 凳子, 大便, 粪便, 厕所\nvi. 长新枝\nvt. 引诱, 诱捕",cet4 cet6 ky
stoop,stu:p,"n. 佝偻, 屈从, 弯腰\nvi. 弯下, 屈从, 弯腰, 堕落\nvt. 使屈从, 使弯曲",cet4 cet6 ky ielts gre
stop,stɒp,"n. 停止, 车站, 逗留, 填塞, 障碍, (风琴的)音栓\nvi. 停止, 被塞住\nvt. 塞住, 堵塞, 阻止, 击落, 停止, 终止, 断绝",zk gk
stopwatch,'stɒpwɒtʃ,"n. 计时表, 码表",gk
storage,'stɒ:ridʒ,"n. 存储器, 储藏, 保管, 库存, 仓库\n[计] 存放处; 存储",gk cet4 cet6 ky toefl ielts
store,stɒ:,"n. 商店, 贮藏, 仓库, 备用品, 存储器\nvt. 储存, 贮藏, 供给\nvi. 贮藏\na. 贮藏的, 现成的\n[计] 存储器操作; 存储",zk gk ielts
storehouse,'stɒ:haus,"n. 仓库, 储藏所, 宝库\n[机] 库房, 贮藏库, 仓库",ielts
stores,,"n. (英)百货商店\na. 贮藏的, 用作贮藏处的, 贮存的",ielts
storey,'stɔ:ri,"n. 楼, 楼层, 层楼",cet4 cet6 ky ielts
storm,stɒ:m,"n. 暴风雨, 骚动, 风波, 风暴, 猛攻\nvi. 起风, 猛冲, 怒吼\nvt. 猛攻",zk gk cet4 cet6 ky toefl
stormy,'stɒ:mi,"a. 暴风雨的, 粗暴的, 激烈的",cet4 cet6
story,'stɒ:ri,"n. 故事, 小说, 传奇, 描述, 阅历, 经历, 层",zk gk ielts
stout,staut,a. 结实的；矮胖的；勇敢的；激烈的\nn. 矮胖子；烈性啤酒,gk cet6 toefl gre
stouthearted,'staut'hɑ:tid,"a. 刚毅的, 大胆的",gre
stove,stәuv,"n. 火炉, 窑\nvt. 用火炉烤\nstave的过去式和过去分词",gk cet4 cet6 ky toefl
stowaway,'stәuә.wei,"n. 偷渡者, 匿身处\n[法] 偷乘火车, 轮船的人, 偷渡者",gre
straggle,strægl,"vi. 掉队, 落伍, 蔓延, 散乱\nn. 低空扫射",gre
straight,streit,"n. 直线, 直\na. 直的, 笔直的, 正直的, 直接的, 连续的, 整齐的\nadv. 直接地, 立即, 不断地",gk toefl
straighten,'streitn,"vt. 弄直, 整顿, 清理, 使改正\nvi. 直起来, 改正, 好转",cet6
straightforward,streit'fɒ:wәd,"a. 笔直的, 率直的, 明确的, 简单的, 直接的",gk cet6 ky ielts gre
strain,strein,"n. 紧张, 拉紧, 张力, 过劳, 扭伤, 血缘, 种, 族, 气质, 曲调, 旋律, 口吻\nvt. 使劳累, 拉紧, 过分使用, 扭伤, 滥用, 曲解, 滤\nvi. 尽力, 努力, 紧拉, 弯曲, 被滤出",cet4 cet6 ky toefl ielts
strait,streit,"n. 海峡, 困境\na. 困难的, 窘迫的, 狭窄的",gk cet6 toefl ielts gre
strand,strænd,"n. (绳索的)股, 绳, 串, 海滨, 河岸\nvi. 搁浅\nvt. 使搁浅, 使落后, 使陷于困境, 弄断, 搓",toefl gre
stranded,,"a. 处于困境的, 进退两难的",gre
strange,streindʒ,"a. 奇怪的, 陌生的, 生疏的, 不熟悉的, 不可思议的, 外行的, 外地的, 异乡的",zk gk
stranger,'streindʒә,"n. 陌生人, 门外汉\n[法] 局外人, 非当事人, 第三者",zk gk cet4 cet6 ky
strangler,'stræŋ^lә,"n. 扼杀者, 压制者, (英)阻气门, 阻塞门",cet6
strangulation,.stræŋgju'leiʃәn,"n. 勒杀, 绞死, 压缩\n[医] 绞窄; 勒颈, 勒颈窒息",gre
strap,stræp,"n. 带, 皮带\nvt. (用皮带)捆扎",cet4 cet6 ky toefl ielts
strata,'streitә,"pl. 层, 地层, 阶层\n[医] 层",toefl
stratagem,'strætidʒәm,"n. 策略, 计谋",gre
strategic,strә'ti:dʒik,"a. 战略的, 战略上的\n[经] 战略的",cet4 cet6 ielts
strategy,'strætidʒi,"n. 战略, 策略\n[经] 战略, 策略",cet4 cet6 ky toefl ielts
stratify,'strætifai,vt. (使)成层\n[经] 分层,gre
stratum,'streitәm,"n. 层, 地层, 阶层\n[医] 层",toefl gre
straw,strɒ:,"n. 稻草, 麦管, 吸管, 一文不值的东西, 草帽\na. 稻草的, 稻草色的, 琐碎的, 无价值的",gk cet4 cet6 ky
strawberry,'strɒ:bәri,n. 草莓,zk gk cet4 cet6 ky
stray,strei,"n. 走失的家畜, 浪子\na. 迷途的, 偶然的\nvi. 迷路, 彷徨, 流浪",cet6 toefl gre
streak,stri:k,"n. 条理, 斑纹, 倾向\nvt. 加条纹\nvi. 变成条纹, 飞跑",toefl gre
stream,stri:m,"n. 水流, 小河, 流出, 趋势, 人潮\nvt. 流出, 流动, 展开\nvi. 流, 涌, 飘扬\n[计] 流",zk gk cet4 cet6 ky gre
streamline,'stri:mlain,"n. 流线, 流线型\nvt. 使成流线型, 使合理化",cet6 ky toefl
street,stri:t,"n. 街道, 马路, 街区\na. 街道的",zk gk ielts
strength,streŋθ,"n. 力量, 实力, 强度, 浓度, 人数, 抵抗力\n[化] 强度",gk cet4 cet6 ky toefl ielts
strengthen,'streŋθәn,"vt. 加强, 变坚固\nvi. 变强, 股票上涨",gk cet4 cet6 ky toefl ielts
strenuous,'strenjuәs,"a. 奋发的, 费劲的, 艰苦的",ky toefl ielts
strenuously,,adv. 勤奋地；费力地,toefl
stress,stres,"n. 压力, 紧迫, 强调, 重音, 重点, 应力\nvt. 加压力于, 着重, 重读",gk cet4 cet6 ky toefl ielts
stressful,,"a. 着重, 强调, 重读, 使受应力",ielts
stretch,stretʃ,"n. 伸展, 张开, 连绵, 一段路, 一段时间\na. 可伸缩的, 弹性的\nvt. 伸展, 张开, 曲解, 使过度伸展\nvi. 伸展, 延伸\n[计] 伸展",cet4 cet6 ky toefl ielts gre
strew,stru:,"vt. 散播, 撒满",gre
striate,'straieit,a. 有条纹的\nvt. 加条纹,gre
striated,'straieitid,"a. 有条纹的, 有线纹的\n[医] 纹状的",gre
strict,strikt,"a. 严厉的, 绝对的, 详尽的, 严格的, 精确的\n[法] 严格的, 精确的, 绝对的",zk gk cet4 cet6 ky toefl
strictly,'striktli,"adv. 严格地, 确实地",cet4 cet6
stricture,'striktʃә,"n. 狭窄, 指责, 束缚\n[医] 狭窄",gre
stride,straid,"n. 大步, 步幅, 步态, 进步\nv. 迈大步走, 跨过, 跨",cet6 ky toefl ielts gre
strident,'straidnt,"a. 刺耳的, 吱吱尖叫的, 尖锐的, 刺眼的\n[医] 喘鸣性的",gre
strife,straif,"n. 争吵, 竞争, 冲突",cet6 ky toefl gre
strike,straik,"n. 罢工, 打击, 殴打\nvt. 打, 撞击, 冲击, 侵袭, 取消, 结算, 打掉, 罢工, 刺透, 使生根, 遇见\nvi. 打, 打击, 抓, 罢工, 搏动, 触礁, 敲, 响, 穿透, 打动",gk cet4 cet6 ky toefl ielts
striking,'straikiŋ,"a. 醒目的, 惊人的, 打击的, 罢工的\n[法] 罢工的, 罢市的, 罢课的",cet6 ky toefl ielts gre
strikingly,,"adv. 显著地, 惊人地, 引人注目地",toefl
string,striŋ,"n. 线, 细绳, 一串, 字符串\nvt. 串起, 成串, 收紧, 缚, 扎\nvi. 成一串\n[计] 字符串, 串",gk cet4 cet6 ky toefl ielts
stringent,'strindʒәnt,"a. 迫切的, 严厉的, 银根紧的\n[医] 约束的, 紧迫的",toefl gre
strings,,"n. 附带条件, 弦乐部分, 弦乐器",toefl
strip,strip,"n. 长条, 条状, 带, 脱衣舞\nvt. 脱衣, 被剥去, 剥夺, 拆卸\nvi. 脱衣服",cet4 cet6 ky toefl ielts gre
stripe,straip,"n. 斑纹, 条纹\n[医] 纹, 条纹",cet4 cet6 ky toefl ielts
strive,straiv,"vi. 努力, 奋斗, 斗争",cet6 ky toefl ielts gre
stroke,strәuk,"n. 笔划, 打, 中风, 抚, 摩, 冲程\nvt. 划尾桨, 抚, 摩, 划去\n[计] 笔划",cet4 cet6 ky toefl ielts gre
stroll,strәul,"n. 闲逛, 漫步\nv. 闲逛, 漫步",cet6 ky toefl gre
strong,strɒŋ,"a. 强壮的, 坚固的, 坚强的, 强烈的, 有力的, 优良的\nadv. 强劲地, 有力地, 猛烈地",zk gk
stronger,,[经] 强劲的,ielts
strongly,'strɒŋli,"adv. 强有力地, 坚强地, 激烈地",cet4 cet6
structural,'strʌktʃәrәl,"a. 结构的, 建筑的\n[医] 结构的",cet4 cet6 toefl ielts
structure,'strʌktʃә,"n. 结构, 构造, 建筑物\nvt. 构成, 组织",cet4 cet6 ky
struggle,'strʌgl,"n. 斗争, 努力, 奋斗\nvi. 努力, 奋斗, 挣扎",gk cet4 cet6 ky toefl
strut,strʌt,"n. 高视阔步, 支柱, 压杆\nvi. 趾高气扬地走, 肿胀\nvt. 用支柱支撑, 炫耀",gre
stub,stʌb,"n. 断肢, 烟蒂, 树桩, 残余, 存根\nvt. 连根拔除, 踩熄\n[计] 存根",toefl
stubborn,'stʌbәn,"a. 顽固的, 不听话的, 执拗的, 棘手的",gk cet6 ky toefl ielts gre
stubbornness,,n. 倔强；顽强；棘手,toefl
student,'stju:dnt,"n. 学生, 研究者, 学者",zk gk ielts
studied,'stʌdid,"a. 有计划的, 慎重的",gre
studies,,n. 研究；学习；学业（study的复数）,ielts
studio,'stju:diәu,"n. 工作室, 画室, 演播室, 电影制片厂",gk cet6 ky toefl ielts gre
study,'stʌdi,"n. 学习, 研究, 学科, 论文, 求学, 书房, 试作\nvt. 学习, 读书, 研究, 考虑, 计划\nvi. 学习, 思索",zk gk ielts
stuff,stʌf,"n. 原料, 要素, 东西, 材料, 素质, 织品, 废物, 废话\nvt. 装填\nvi. 狼吞虎咽",cet4 cet6 ky ielts
stuffy,'stʌfi,"a. 闷热的, 窒息的, 乏味的, 固步自封的, 自以为是的",cet6 toefl gre
stultify,'stʌltifai,"vt. 使显得愚笨, 使变无效",gre
stumble,'stʌmbl,"n. 绊倒, 蹒跚而行, 失足\nvt. 使绊倒, 使困惑\nvi. 绊倒, 失足, 失策, 犯错, 蹒跚, 踌躇",cet4 cet6 ky toefl ielts
stun,stʌn,"vt. 使昏迷, 使震惊, 打昏\nn. 昏迷, 猛击",cet6 ky toefl gre
stunning,'stʌniŋ,"a. 打昏迷的, 弄得人昏头昏脑的, 令人震惊的",ky toefl gre
stunt,stʌnt,"n. 特技, 绝技, 花招, 噱头, 手腕, 发育不良\nvt. 阻碍成长\nvi. 表演特技",toefl gre
stupefy,'stju:pifai,"vt. 使麻醉, 使失去知觉, 使惊呆\n[法] 使昏迷, 使失知觉, 使保若木鸡",gre
stupendous,stju:'pendәs,"a. 惊人的, 巨大的",gre
stupid,'stju:pid,"a. 愚蠢的, 麻木的",zk gk cet4 cet6 ky
stupor,'stju:pә,"n. 无感觉, 人事不省, 麻木\n[医] 木僵, 昏呆",gre
sturdy,'stә:di,"a. 强健的, 健全的\n[医] 羊晕倒病, 羊蹒跚病",cet6 ky toefl ielts gre
stutter,'stʌtә,"n. 口吃, 结结巴巴\nv. 结结巴巴地说",gre
Stygian,'stidʒiәn,"a. 冥河的, 阴森森的, 幽暗的, 不可侵犯的, 不可违背的",gre
style,stail,"n. 风格, 时尚, 文体, 风度, 字体, 类型\nvt. 称呼, (根据新款式)设计, 使合潮流\nn. 风格, 样式\n[计] 风格, 样式",gk cet4 cet6 ky ielts
styles,,n. 风格；样式；模式（style的复数形式）,ielts
stylized,,a. 程式化的；按固定格式的,toefl
stylus,'stailәs,"n. 铁笔, 尖笔, 唱针\n[计] 指示笔",gre
stymie,'staimi,"n. (喻)困难的境地\nvt. 使(球)处于困难的位置, 使为难, 使处困境, 妨碍, 阻挠, 阻碍",gre
subcommittee,'sʌbkә.miti,n. 小组委员会,ielts
subdiscipline,'sʌb'disiplin,n. 学科的分支,toefl
subdivide,'sʌbdi'vaid,"vt.vi. (把...)再分, (把...)细分\n[法] 再分, 细分",cet6 toefl
subdivision,.sʌbdi'viʒәn,"n. 细分, 分部\n[医] 再分; 亚门",toefl
subduct,,"vt. 减去, 拿掉\n[医] 下转",toefl
subdue,sәb'dju:,"vt. 使服从, 压制, 减弱, 抑制, 克制",cet6 toefl ielts gre
subdued,sәb'dju:d,"a. 屈服的, 被抑制的, 减弱的, 柔和的",gre
subject,'sʌbdʒekt,"n. 科目, 主题, 臣民, 主语, 题目, (事物的)经受者, 学科, 受治疗者, 原因, 理由\na. 服从的, 易患...的, 隶属的, 受支配的\nadv. 在...条件下\nvt. 使隶属, 使受到\n[计] 主题, 主体",gk ielts gre
subjected,,v. 使从属；受…影响；使遭受（subject的过去分词形式）,toefl
subjection,sәb'dʒekʃәn,"n. 征服, 服从, 隶属\n[法] 隶属, 服从, 屈从",toefl
subjective,sәb'dʒektiv,"a. 主观的, 个人的\n[医] 主观的, 自觉的",gk cet6 ky ielts gre
subjects,,n. 主题；被试者；学科；科目（subject的复数）,ielts
subjugate,'sʌbdʒugeit,"vt. 征服, 使服从, 抑制, 克制",gre
subjugation,.sʌbdʒu'geiʃәn,"n. 征服, 镇压, 平息\n[法] 征服, 镇压, 克制",toefl
sublimate,'sʌblimeit,"vt. 使升华, 使高尚\nvi. 升华, 纯化\na. 纯净化的, 高尚的, 理想化的\nn. 升华物",toefl gre
sublime,sә'blaim,"a. 高尚的, 壮观的, 卓越的\nv. 提高, (使)变高尚, (使)纯化, (使)升华\nn. 庄严, 崇高, 顶点",gre
subliminal,sʌb'liminl,"a. 下意识的, 潜在意识的\n[医] 阈下的, 限下的",gre
submarine,'sʌbmәri:n,"n. 潜水艇, 海底生物\na. 海中的, 生长在海中的\nvt. 用潜水艇攻击\nvi. 在下疾行, 在下滑动",cet4 cet6 ky toefl ielts
submerge,sәb'mә:dʒ,"vt. 使浸水, 使陷入, 淹没\nvi. 潜入水中",cet4 cet6 ky toefl ielts
submerged,sәb'mә:dʒd,"a. 水下的, 在水中的",toefl
submission,sәb'miʃәn,"n. 屈服, 服从, 谦恭, 呈递, 提交, 意见\n[经] 提交, 提出, 提交公断",toefl gre
submissive,sәb'misiv,"a. 服从的, 顺从的",toefl
submit,sәb'mit,"vt. 使服从, 使受到, 委托, 提交, 认为\nvi. 屈服, 服从",gk cet4 cet6 ky toefl ielts gre
subordinate,sә'bɒ:dnit,"n. 属下, 附属物\na. 下级的, 次要的, 附属的\nvt. 使居下位, 使服从",cet6 ky toefl ielts
suborn,sʌ'bɒ:n,"vt. 使作伪证, 唆使, 怂恿, 收买",gre
subpoena,sәb'pi:nә,"n. 传票\nvt. 传审, 传唤",gre
subscribe,sәb'skraib,"vt. 捐献, 签署\nvi. 赞成, 同意, 捐款, 预订, 认购\n[计] 订阅",gk cet6 ky ielts gre
subscript,'sʌbskript,"a. 下标的, 写在底下的\nn. 下标\n[计] 下标",cet6
subscription,sәb'skripʃәn,"n. 捐献, 订金, 订阅, 签署, 同意\n[化] 订购",cet6
subsection,'sʌb.sekʃәn,"n. 分部, 分区, 分支\n[经] 分部, 分段, 小小组",toefl
subsequent,'sʌbsikwәnt,"a. 后来的, 接下去的\n[经] 后来的",cet4 cet6 ky toefl ielts gre
subsequently,'sʌbsikwәntli,"adv. 后来, 随后",cet6 toefl
subside,sәb'said,"vi. 沉淀, 沉降, 平息",toefl ielts gre
subsidiary,sәb'sidiәri,"n. 子公司, 附件, 辅助者\na. 辅助的, 次要的, 津贴的",cet6 ky toefl ielts gre
subsidize,'sʌbsidaiz,"vt. 补助, 资助, 贿赂\n[经] 资助, 津贴, 给...补助金",ky toefl
subsidy,'sʌbsidi,"n. 补助金, 津贴\n[经] 补助金, 津贴, 补贴",cet4 cet6 ky toefl ielts gre
subsist,sәb'sist,"vt. 供给食物, 供养\nvi. 生存, 存在",toefl gre
subsistence,sәb'sistәns,"n. 生存, 生活\n[医] 生存",toefl gre
subspecies,'sʌb.spi:ʃi:z,n. 亚种,toefl
substance,'sʌbstәns,"n. 物质, 实质, 主旨, 资产, 本质, 牢固\n[化] 物质",cet4 cet6 ky gre
substantial,sәb'stænʃәl,"n. 重要材料(或事物), 有实际价值的东西\na. 实质上的, 物质的, 有内容的, 结实的",cet4 cet6 ky toefl ielts gre
substantially,sәb'stænʃәli,"adv. 实质上, 本质上, 大体上",cet6 toefl
substantiate,sәb'stænʃieit,"vt. 使实体化, 证实\n[经] 确证",toefl ielts gre
substantive,'sʌbstәntiv,"a. 表示实在的, 有实质的, 独立存在的, 大量的, 重大的, 坚实的, 名词的\nn. 名词性实词, 名词",toefl gre
substitute,'sʌbstitju:t,"n. 代理, 代理人, 代用品, 代替者, 代替物\nvt. 代替\nvi. 替代, 取代, 代用\na. 代替的, 代用的, 代用品的\n[计] 置换; 替代",gk cet4 cet6 ky toefl ielts gre
substratum,"'sʌb'strɑ:tәm, 'sʌb'streitәm","n. 基础, 根据, 下层, 基层, 基质, 培养基, 胶层\n[计] 基底",gre
subsume,sʌb'sju:m,"vt. 把...归入, 把...纳入, 把...列入某一类, 把...归类",gre
subterfuge,'sʌbtәfju:dʒ,"n. 遁辞, 借口, 托辞\n[法] 遁词, 托词, 藉口",gre
subterranean,.sʌbtә'reinjәn,"a. 地下的, 秘密的\nn. 地下室, 地下工作者",toefl gre
subtitle,'sʌb.taitl,n. 副标题,ielts
subtitles,,"n. 说明字幕, 印在外国影片上的对白翻译字幕, 译文对白字幕",ielts
subtle,'sʌtl,"a. 敏锐的, 精细的, 狡猾的, 稀薄的, 灵巧的, 微妙的\n[医] 锐敏的; 精细的",cet6 ky toefl ielts gre
subtract,sәb'trækt,"vt. 减去, 扣掉, 减少\nvi. 做减法\n[计] 减",cet4 cet6 ky toefl ielts gre
subtraction,sәb'trækʃәn,n. 减少\n[计] 减法,gk toefl
subtractive,sәb'træktiv,"a. 减去的, 有负号的, 负的",toefl
suburb,'sʌbә:b,"n. 市郊住宅区, 郊区, 边缘",cet4 cet6 ky toefl ielts
suburbanite,sә'bә:bәnait,n. 郊区居民,toefl
suburbanization,sә.bә:bәnai'zeiʃәn. ni'z-,"n. 市郊化, 郊区化；近郊化",toefl
subvention,sәb'venʃәn,"n. 补助金, 津贴, 援助\n[经] 补助金, 津贴",gre
subversive,sәb'vә:siv,"a. 从事颠覆的, 破坏性的\nn. 破坏分子, 颠覆分子",toefl gre
subvert,sәb'vә:t,"vt. 推翻, 颠覆, 毁灭\n[法] 颠覆, 推翻, 减亡",toefl gre
subway,'sʌbwei,"n. 地铁, 地道\nvi. 乘地铁",cet4 cet6 ky toefl
succeed,sәk'si:d,"vi. 成功, 继承, 继续\nvt. 继承, 接替",zk gk cet4 cet6 ky toefl
success,sәk'ses,"n. 成功, 成就, 胜利",zk gk cet4 cet6 ky
successful,sәk'sesful,"a. 成功的, 一帆风顺的, 顺利的\n[经] 成功的",zk gk cet4 cet6 ky toefl ielts
successfully,sәk'sesfjli,"adv. 成功, 结果良好, 有成就",cet4 cet6
succession,sәk'seʃәn,"n. 连续, 继承权, 继位, 演替, 地层次序\n[法] 继承, 继承权, 继位",cet4 cet6 ky ielts
successive,sәk'sesiv,"a. 继承的, 连续的\n[经] 接续承运人; 连续的",cet4 cet6 ky toefl
successor,sәk'sesә,"n. 继承者, 接任者\n[计] 后继",cet6 ky
succinct,sәk'siŋkt,"a. 简洁的, 紧缩的",toefl ielts gre
succor,'sʌkә,"n. 救援, 援助者\nvt. 救援, 援助",gre
succumb,sә'kʌm,"vi. 屈从, 屈服, 死",toefl ielts gre
such,sʌtʃ,"a. 如此的, 这样的",zk gk
suck,sʌk,"vt. 吸, 吮, 吸入, 吮吸, 吸收\nvi. 吸, 吸奶\nn. 吸, 吸入, 吮吸",gk cet4 cet6 ky ielts
sudden,'sʌdn,"n. 突然, 忽然\na. 突然的, 意外的, 快速的",zk gk cet4 cet6 ky
suddenly,'sʌdәnli,"adv. 突然, 意外, 忽然, 迅速, 即席作成, 即刻, 急速",cet4 cet6
sue,su:,"vt. 控告, 起诉, 请求\nvi. 提出诉讼, 提出请求",cet6 ky toefl ielts
suffer,'sʌfә,"vt. 遭受, 经历, 忍受\nvi. 受痛苦, 受损害",gk cet4 cet6 ky toefl
suffering,'sʌfәriŋ,"n. 苦难, 受苦",gk
suffice,sә'fais,"vi. 足够, 有能力\nvt. 满足",cet6 ky gre
sufficiency,sә'fiʃәnsi,"n. 充足, 充分的数量, 自负",ky
sufficient,sә'fiʃәnt,"a. 充分的, 足够的\n[法] 充分的, 足够的",cet4 cet6 ky toefl ielts gre
sufficiently,sә'fiʃәntli,"adv. 足够, 充分",cet4 cet6
suffocate,'sʌfәkeit,"vt. 使窒息, 噎住, 闷熄\nvi. 闷死, 窒息, 受阻",gre
suffrage,'sʌfridʒ,"n. 投票, 选举权, 参政权, 代祷\n[法] 选举权, 投票权, 参政权",toefl gre
suffragist,'sʌfrәdʒist,"n. 参政权扩大论者, 妇女参政权论者",gre
suffuse,sә'fju:z,"vt. 遍布, 弥漫, 充满",toefl gre
sugar,'ʃugә,"n. 糖, 糖块, 甜言蜜语\nvt. 加糖于, 使甜蜜, 粉饰, 美化\nvi. 制成糖",zk gk toefl ielts
suggest,sәg'dʒest,"vt. 提议, 建议, 促成, 暗示, 启发, 使人想起\n[法] 建议, 提出, 提议",zk gk toefl
suggestion,sә'dʒestʃәn,"n. 提议, 意见\n[医] 暗示",zk gk ielts
suggestions,,n. 民众意见箱；员工意见箱,ielts
suggestive,sә'dʒestiv,"a. 提示性的, 影射的, 暗示的\n[医] 暗示的",gre
suicide,'sjuisaid,"n. 自杀, 自杀者\nv. 自杀\na. 自杀的",cet6 ky ielts
